gender,age,filiere,year_of_study,attendance_rate,num_absences,assignments_avg,midterm_score,final_score,project_participation,lab_hours_per_week,infra_usage_hours_month,supervisor_assigned,scholarship,socioeconomic_status,extracurricular_count,lab_access,classroom_allocated,promotion_size
Male,22.0,Telecom,2,81.9,18.0,80.9,34.4,73.5,2.0,0.6,4.2,No,No,Low,2.0,Yes,Salle 3,161.0
Male,20.0,Telecom,1,99.3,1.0,68.6,55.7,67.1,3.0,0.4,7.7,Yes,No,Middle,1.0,Yes,Salle 18,121.0
Male,24.0,Mecanique,2,100.0,0.0,61.7,63.6,38.6,1.0,0.6,8.2,Yes,No,Middle,1.0,Yes,Salle 27,231.0
Female,22.0,Chimie,4,100.0,0.0,57.9,63.5,63.5,3.0,0.1,8.5,Yes,No,Middle,1.0,Yes,Salle 6,93.0
Female,23.0,Mecanique,4,70.4,30.0,88.1,86.8,100.0,1.0,1.1,7.0,Yes,No,Middle,3.0,Yes,Salle 21,178.0
Male,19.0,Telecom,4,70.7,29.0,47.4,73.2,64.2,0.0,1.5,4.8,No,No,Middle,1.0,Yes,Salle 28,121.0
Female,23.0,GenieCivil,3,94.1,6.0,83.4,29.5,50.6,0.0,2.4,17.9,Yes,No,Middle,2.0,Yes,Salle 8,185.0
Male,19.0,GenieCivil,3,73.3,27.0,47.5,63.6,48.4,1.0,4.4,24.4,Yes,No,Low,0.0,Yes,Salle 1,185.0
Male,25.0,Informatique,2,70.1,30.0,73.6,44.5,45.5,0.0,1.7,15.4,Yes,No,Middle,1.0,Yes,Salle 22,298.0
Female,25.0,GenieCivil,4,79.0,21.0,78.7,61.6,62.6,3.0,3.1,22.5,No,No,Low,0.0,Yes,Salle 8,173.0
Male,24.0,Chimie,2,84.3,16.0,63.5,56.3,56.9,0.0,1.7,11.5,No,No,Low,0.0,Yes,Salle 17,119.0
Male,22.0,Mecanique,1,82.2,45.0,88.4,61.3,72.9,2.0,0.2,4.8,Yes,No,Low,0.0,Yes,Salle 11,186.0
Female,22.0,Informatique,4,77.8,22.0,90.8,57.5,48.6,1.0,0.5,11.5,Yes,No,Low,0.0,Yes,Salle 3,230.0
Male,22.0,GenieCivil,4,61.0,39.0,41.4,67.0,21.9,1.0,2.3,10.3,Yes,No,Middle,1.0,Yes,Salle 2,173.0
Male,25.0,Informatique,1,76.8,23.0,66.9,67.2,75.2,1.0,1.1,10.7,No,No,Middle,2.0,Yes,Salle 25,248.0
Male,23.0,Mecanique,5,75.2,25.0,82.1,59.5,46.0,1.0,1.3,13.0,Yes,No,Middle,1.0,Yes,Salle 19,67.0
Male,26.0,Telecom,1,84.7,15.0,66.9,68.0,20.6,0.0,0.4,6.3,Yes,No,Middle,0.0,Yes,Salle 1,121.0
Male,24.0,Mecanique,1,80.4,20.0,65.1,67.6,90.5,1.0,0.8,1.5,Yes,No,Low,0.0,No,Salle 22,186.0
Male,24.0,Chimie,3,82.0,18.0,76.4,94.2,71.8,1.0,3.2,14.0,Yes,No,Low,1.0,Yes,Salle 1,130.0
Male,24.0,Electrique,4,65.8,34.0,65.4,70.3,73.7,1.0,0.7,0.0,Yes,No,Middle,1.0,No,Salle 11,157.0
Female,23.0,Chimie,4,100.0,0.0,90.0,51.7,35.1,1.0,0.1,6.9,Yes,Yes,Middle,0.0,No,Salle 1,93.0
Male,20.0,GenieCivil,3,78.8,21.0,45.9,34.9,61.4,1.0,0.5,1.4,Yes,No,High,3.0,No,Salle 8,185.0
Male,21.0,GenieCivil,1,93.8,6.0,75.7,62.8,84.7,1.0,0.4,11.8,No,Yes,Low,1.0,Yes,Salle 17,149.0
Female,22.0,Energetique,5,79.5,20.0,55.6,59.6,32.5,1.0,3.7,8.8,No,No,Middle,0.0,Yes,Salle 26,40.0
Male,24.0,Electrique,3,66.7,33.0,66.2,69.3,27.5,0.0,2.0,17.9,Yes,Yes,Middle,2.0,No,Salle 21,188.0
Male,20.0,GenieCivil,4,74.8,25.0,70.0,60.0,60.4,2.0,0.4,11.5,Yes,Yes,Middle,1.0,Yes,Salle 26,173.0
Female,19.0,Electrique,5,93.2,7.0,89.8,54.1,66.3,0.0,0.4,8.4,Yes,No,Low,0.0,Yes,Salle 12,80.0
Female,24.0,Electrique,3,88.9,11.0,65.5,62.8,59.3,1.0,1.6,13.3,No,Yes,Low,1.0,No,Salle 27,188.0
Female,24.0,Mecanique,3,74.0,26.0,70.6,31.2,67.3,1.0,0.2,9.6,Yes,Yes,Low,1.0,No,Salle 6,212.0
Male,24.0,Informatique,3,54.4,46.0,60.6,71.8,49.3,0.0,0.4,6.4,No,Yes,Middle,0.0,No,Salle 26,263.0
Other,25.0,Mecanique,2,56.9,43.0,65.2,75.4,62.3,1.0,1.0,14.3,No,No,Low,1.0,Yes,Salle 12,231.0
Female,20.0,Energetique,1,67.6,32.0,76.6,77.6,94.2,1.0,0.4,7.6,Yes,No,Low,1.0,Yes,Salle 10,83.0
Male,17.0,GenieCivil,4,76.3,24.0,80.6,33.9,52.4,0.0,4.8,23.6,Yes,Yes,Low,1.0,Yes,Salle 10,173.0
Female,20.0,Informatique,3,61.6,38.0,67.3,55.2,58.7,1.0,2.7,18.2,No,No,Low,1.0,Yes,Salle 1,263.0
Male,24.0,Mecanique,4,78.9,21.0,92.3,41.2,88.3,0.0,1.0,8.2,Yes,Yes,Middle,1.0,Yes,Salle 26,178.0
Female,21.0,Informatique,2,91.0,9.0,29.9,43.0,68.1,3.0,1.6,11.5,No,No,Middle,2.0,Yes,Salle 18,298.0
Male,23.0,Telecom,2,71.2,29.0,46.0,68.3,71.7,0.0,1.8,10.4,No,No,Low,0.0,Yes,Salle 21,161.0
Male,21.0,GenieCivil,4,86.8,13.0,83.1,54.2,71.5,1.0,1.0,13.4,Yes,No,Middle,0.0,Yes,Salle 5,173.0
Female,25.0,GenieCivil,1,97.5,2.0,74.4,64.2,71.9,2.0,1.6,11.6,No,No,Middle,1.0,Yes,Salle 7,149.0
Male,20.0,Informatique,2,68.8,31.0,68.4,58.1,71.5,4.0,0.7,16.7,No,No,High,1.0,No,Salle 1,298.0
Male,26.0,Informatique,4,88.0,12.0,43.1,63.1,64.3,1.0,1.9,18.8,Yes,No,Middle,1.0,Yes,Salle 24,230.0
Male,25.0,Energetique,1,76.1,24.0,76.8,68.9,62.8,2.0,1.3,13.5,No,No,Middle,1.0,No,Salle 21,83.0
Female,19.0,Electrique,4,99.1,1.0,49.7,49.3,41.5,4.0,2.3,14.2,No,No,Middle,1.0,No,Salle 12,157.0
Male,20.0,Mecanique,2,61.4,39.0,47.3,72.3,82.7,2.0,1.4,1.3,Yes,No,Low,0.0,No,Salle 6,231.0
Male,23.0,Informatique,2,68.8,31.0,66.7,76.9,42.2,0.0,1.4,11.5,Yes,No,Middle,1.0,Yes,Salle 30,298.0
Female,22.0,Mecanique,2,84.6,15.0,56.5,51.4,55.2,0.0,10.2,44.6,Yes,No,Low,1.0,Yes,Salle 28,231.0
Female,21.0,Energetique,1,97.9,2.0,65.4,61.6,52.0,2.0,0.1,5.9,Yes,No,Low,2.0,No,Salle 18,83.0
Male,23.0,GenieCivil,1,77.0,23.0,41.4,61.5,53.8,3.0,4.0,26.7,Yes,No,High,2.0,No,Salle 1,149.0
Male,19.0,Chimie,3,85.4,15.0,52.0,69.3,75.6,1.0,0.6,9.0,No,No,Low,1.0,Yes,Salle 13,130.0
Male,21.0,Chimie,5,68.5,32.0,78.9,76.3,89.9,1.0,1.0,11.4,Yes,Yes,Middle,1.0,No,Salle 14,48.0
Female,23.0,Mecanique,5,79.2,21.0,55.9,63.4,82.4,1.0,1.4,13.4,No,No,Low,1.0,Yes,Salle 19,67.0
Female,20.0,Informatique,4,75.0,25.0,60.9,73.5,54.8,1.0,2.8,21.1,Yes,No,Middle,1.0,Yes,Salle 4,230.0
Female,21.0,Chimie,4,82.3,18.0,65.1,53.3,94.5,2.0,5.3,27.9,Yes,No,High,0.0,Yes,Salle 25,93.0
Male,22.0,Informatique,2,55.5,44.0,80.8,64.3,76.5,0.0,5.6,24.4,Yes,No,Middle,1.0,Yes,Salle 11,298.0
Male,18.0,Mecanique,4,99.1,1.0,82.0,42.6,63.5,3.0,1.3,6.0,No,Yes,Middle,0.0,Yes,Salle 3,178.0
Male,20.0,Informatique,1,89.3,11.0,62.6,30.8,74.9,1.0,1.8,14.8,Yes,Yes,Middle,2.0,Yes,Salle 27,248.0
Male,20.0,Informatique,5,90.3,10.0,61.5,74.1,56.5,1.0,0.0,6.6,Yes,No,Middle,1.0,Yes,Salle 3,109.0
Female,24.0,Informatique,2,83.5,16.0,73.0,61.0,63.5,1.0,4.5,28.0,No,No,Middle,1.0,Yes,Salle 9,298.0
Male,19.0,Mecanique,2,100.0,0.0,66.8,61.6,54.5,1.0,0.2,15.5,No,No,Low,1.0,No,Salle 16,231.0
Female,23.0,Informatique,1,96.5,4.0,61.4,76.2,67.5,2.0,1.4,16.9,Yes,No,Low,1.0,Yes,Salle 26,248.0
Male,20.0,Informatique,2,83.0,17.0,52.7,45.7,68.0,1.0,0.5,8.8,No,No,High,1.0,No,Salle 16,298.0
Male,19.0,Telecom,2,78.5,22.0,89.5,80.3,66.5,1.0,4.5,19.3,Yes,Yes,Middle,0.0,Yes,Salle 20,161.0
Male,20.0,GenieCivil,1,71.3,29.0,72.6,46.4,70.1,0.0,0.9,14.1,Yes,No,Middle,1.0,Yes,Salle 27,149.0
Male,22.0,Electrique,4,82.6,17.0,69.4,61.6,76.6,1.0,8.5,30.1,Yes,No,Middle,1.0,Yes,Salle 2,157.0
Male,20.0,Energetique,3,71.3,29.0,36.8,43.7,73.5,1.0,0.2,6.1,Yes,No,Middle,1.0,Yes,Salle 28,104.0
Male,23.0,Informatique,2,89.4,11.0,44.1,61.4,65.4,0.0,3.8,15.3,Yes,No,High,3.0,Yes,Salle 10,298.0
Female,19.0,Informatique,3,74.3,26.0,88.3,80.6,65.7,1.0,2.0,14.2,No,No,Low,1.0,Yes,Salle 22,263.0
Male,23.0,Mecanique,2,72.2,28.0,64.9,33.4,43.2,1.0,2.7,11.5,No,No,High,1.0,Yes,Salle 10,231.0
Female,22.0,Informatique,3,95.7,4.0,62.8,56.8,92.8,2.0,2.9,22.7,Yes,Yes,Middle,2.0,Yes,Salle 26,263.0
Female,21.0,Energetique,2,68.7,31.0,91.6,61.6,58.6,3.0,3.0,15.2,Yes,No,High,0.0,Yes,Salle 5,71.0
Male,23.0,Mecanique,4,70.6,29.0,49.8,61.6,82.7,0.0,1.3,13.4,Yes,No,Low,1.0,Yes,Salle 29,178.0
Male,26.0,GenieCivil,1,79.7,20.0,64.9,61.6,57.0,2.0,0.1,13.6,Yes,No,Middle,1.0,Yes,Salle 10,149.0
Male,25.0,Chimie,3,100.0,0.0,54.9,61.6,63.5,0.0,0.3,9.1,No,Yes,Middle,3.0,No,Salle 20,130.0
Female,20.0,Telecom,1,55.9,44.0,65.3,85.5,22.7,1.0,1.3,9.2,Yes,No,Middle,2.0,Yes,Salle 26,121.0
Male,22.0,GenieCivil,3,61.3,39.0,74.8,36.0,75.6,1.0,0.0,0.0,Yes,No,Middle,1.0,Yes,Salle 16,185.0
Female,18.0,Electrique,2,81.0,19.0,70.0,58.7,88.1,3.0,0.1,4.1,Yes,No,Middle,1.0,Yes,Salle 10,185.0
Male,23.0,Electrique,2,55.4,45.0,89.9,76.5,50.5,2.0,9.2,40.3,Yes,Yes,Middle,1.0,No,Salle 6,185.0
Female,21.0,Electrique,5,71.8,28.0,59.3,69.1,35.6,2.0,0.9,6.2,Yes,Yes,Middle,1.0,Yes,Salle 5,80.0
Male,22.0,GenieCivil,3,100.0,0.0,65.4,30.3,50.5,2.0,1.8,12.4,Yes,No,High,0.0,Yes,Salle 18,185.0
Female,25.0,Informatique,1,85.4,15.0,64.1,68.8,49.9,1.0,2.8,23.7,Yes,Yes,Low,2.0,No,Salle 20,248.0
Female,24.0,Chimie,1,70.5,30.0,58.2,61.6,49.0,0.0,1.4,2.5,Yes,No,Middle,1.0,Yes,Salle 2,96.0
Female,23.0,Informatique,5,98.0,2.0,68.5,58.8,70.4,0.0,1.7,5.5,Yes,No,Low,0.0,Yes,Salle 2,109.0
Male,21.0,Informatique,1,94.2,6.0,63.7,57.1,68.9,5.0,0.7,6.3,Yes,No,High,0.0,Yes,Salle 27,248.0
Female,22.0,Telecom,1,82.2,18.0,62.2,52.5,59.5,2.0,0.9,4.1,Yes,No,Middle,1.0,No,Salle 19,121.0
Female,20.0,GenieCivil,4,69.3,31.0,70.6,100.0,63.5,2.0,4.6,11.5,Yes,Yes,Middle,1.0,Yes,Salle 16,173.0
Female,22.0,Electrique,1,73.8,26.0,66.4,70.7,49.7,3.0,3.7,23.3,Yes,No,Middle,0.0,Yes,Salle 2,143.0
Male,19.0,Mecanique,4,66.9,33.0,57.0,41.6,67.6,1.0,0.4,9.7,Yes,Yes,Middle,0.0,Yes,Salle 27,178.0
Male,22.0,Energetique,4,80.9,19.0,67.1,74.2,48.3,0.0,0.3,2.4,Yes,No,High,0.0,Yes,Salle 27,70.0
Male,24.0,Energetique,1,52.1,48.0,83.2,38.8,40.9,2.0,10.1,11.5,Yes,No,Middle,1.0,No,Salle 10,83.0
Female,23.0,Informatique,2,63.5,36.0,66.5,84.3,91.8,1.0,1.4,11.5,Yes,No,Middle,0.0,Yes,Salle 24,298.0
Male,21.0,Electrique,3,82.2,11.0,66.6,65.6,63.6,0.0,2.3,12.3,Yes,No,High,1.0,Yes,Salle 26,188.0
Female,20.0,GenieCivil,3,84.9,15.0,28.6,91.5,100.0,0.0,2.0,13.9,No,No,Middle,0.0,Yes,Salle 4,185.0
Male,25.0,Electrique,5,81.9,18.0,29.8,87.7,84.4,2.0,3.7,17.5,Yes,No,Middle,1.0,Yes,Salle 23,80.0
Female,21.0,Electrique,3,72.1,28.0,75.3,45.2,66.5,0.0,3.5,17.9,Yes,No,Middle,1.0,Yes,Salle 28,188.0
Male,22.0,Electrique,4,71.9,28.0,87.1,45.2,46.4,2.0,0.3,3.3,Yes,No,Middle,1.0,Yes,Salle 22,157.0
Male,22.0,Telecom,5,82.2,8.0,59.6,75.1,100.0,1.0,0.7,5.1,Yes,No,Middle,1.0,Yes,Salle 6,60.0
Female,21.0,Informatique,1,60.1,40.0,69.7,71.1,63.5,1.0,0.7,4.6,Yes,No,Low,1.0,No,Salle 21,248.0
Male,21.0,Electrique,4,100.0,0.0,66.3,63.5,48.2,1.0,2.8,20.4,Yes,No,High,0.0,Yes,Salle 12,157.0
Male,22.0,Informatique,5,73.5,26.0,38.6,66.3,62.9,0.0,1.0,9.0,Yes,No,Middle,0.0,Yes,Salle 7,109.0
Male,25.0,Informatique,4,87.8,12.0,53.7,41.0,75.7,5.0,0.2,0.4,Yes,Yes,Middle,1.0,Yes,Salle 26,230.0
Male,22.0,Mecanique,3,100.0,0.0,71.7,61.2,89.7,1.0,1.5,14.9,Yes,No,Middle,1.0,Yes,Salle 13,212.0
Female,23.0,Informatique,3,82.2,28.0,58.2,25.8,29.4,1.0,0.4,11.5,No,No,Middle,1.0,Yes,Salle 27,263.0
Male,28.0,Mecanique,4,90.7,9.0,70.9,71.9,37.2,0.0,1.3,11.0,Yes,No,High,2.0,Yes,Salle 28,178.0
Female,19.0,Informatique,3,75.8,24.0,78.8,61.6,82.1,0.0,2.6,15.6,No,No,High,3.0,Yes,Salle 4,263.0
Female,21.0,Telecom,1,92.5,8.0,54.1,59.0,49.5,1.0,1.0,5.2,No,No,Middle,1.0,No,Salle 30,121.0
Male,24.0,Chimie,2,85.5,14.0,32.4,68.6,49.3,1.0,3.8,11.5,Yes,No,Low,3.0,No,Salle 10,119.0
Female,21.0,Chimie,1,100.0,0.0,79.5,69.1,29.3,1.0,3.0,14.3,Yes,Yes,High,0.0,Yes,Salle 6,96.0
Female,21.0,Electrique,1,79.0,21.0,82.6,43.9,84.5,4.0,3.5,30.4,No,No,Middle,0.0,Yes,Salle 21,143.0
Female,28.0,Informatique,2,82.2,31.0,46.1,61.6,36.8,5.0,0.4,12.1,Yes,No,Low,1.0,Yes,Salle 26,177.0
Male,21.0,Informatique,3,88.9,11.0,81.8,61.6,79.0,2.0,2.3,19.1,Yes,No,Middle,1.0,Yes,Salle 5,263.0
Male,17.0,GenieCivil,4,71.7,28.0,66.5,39.2,52.6,1.0,2.5,10.9,Yes,No,Middle,0.0,Yes,Salle 15,173.0
Female,21.0,Informatique,2,88.7,11.0,72.2,46.6,40.0,0.0,0.2,2.2,No,Yes,Middle,1.0,Yes,Salle 24,298.0
Other,21.0,GenieCivil,2,72.3,28.0,61.9,98.6,58.5,3.0,0.4,13.0,Yes,No,Middle,0.0,Yes,Salle 5,177.0
Female,21.0,Electrique,4,100.0,0.0,61.1,75.0,56.9,0.0,8.1,39.6,No,No,Middle,0.0,Yes,Salle 6,157.0
Male,21.0,GenieCivil,2,86.7,13.0,55.9,41.2,98.0,0.0,0.0,11.1,No,No,Low,2.0,Yes,Salle 19,177.0
Male,24.0,GenieCivil,2,86.1,14.0,46.7,57.0,88.6,1.0,4.3,16.8,No,No,Middle,2.0,Yes,Salle 3,177.0
Female,23.0,Informatique,4,93.5,6.0,60.1,100.0,42.5,1.0,4.1,23.5,Yes,No,Low,2.0,Yes,Salle 14,230.0
Female,20.0,Informatique,1,91.2,9.0,73.6,72.4,72.7,1.0,0.5,6.4,Yes,Yes,Middle,0.0,No,Salle 30,248.0
Male,24.0,Telecom,1,78.8,21.0,74.8,45.1,78.7,0.0,0.7,9.3,Yes,No,Middle,1.0,No,Salle 18,121.0
Male,22.0,Informatique,2,84.6,15.0,43.9,99.7,50.7,1.0,2.5,27.0,Yes,No,Middle,2.0,No,Salle 16,298.0
Female,22.0,Mecanique,4,79.1,21.0,59.1,72.4,99.6,3.0,1.3,5.2,Yes,No,Low,1.0,Yes,Salle 6,178.0
Male,26.0,Informatique,4,74.3,26.0,61.9,45.3,72.2,2.0,2.6,21.4,Yes,No,Middle,1.0,Yes,Salle 29,230.0
Male,24.0,GenieCivil,1,94.0,6.0,61.5,48.6,63.5,3.0,2.3,10.6,No,No,Middle,2.0,Yes,Salle 13,149.0
Female,27.0,Mecanique,2,90.4,10.0,63.2,52.4,49.9,2.0,1.2,6.2,Yes,No,Middle,1.0,Yes,Salle 28,231.0
Other,25.0,Informatique,1,70.0,30.0,65.1,42.6,87.5,0.0,2.1,6.7,No,No,Middle,1.0,Yes,Salle 2,248.0
Female,23.0,Mecanique,4,79.0,21.0,62.8,54.8,64.6,1.0,0.4,10.0,Yes,No,Low,0.0,No,Salle 26,178.0
Female,20.0,Telecom,3,95.8,4.0,61.5,48.0,81.1,0.0,4.6,22.0,No,Yes,Middle,0.0,Yes,Salle 21,154.0
Male,20.0,Mecanique,2,77.7,22.0,58.6,62.0,61.3,1.0,0.5,7.9,Yes,Yes,Low,0.0,Yes,Salle 22,231.0
Male,26.0,Informatique,3,74.8,25.0,58.6,36.7,44.8,3.0,3.4,17.1,Yes,No,Low,1.0,Yes,Salle 12,263.0
Female,21.0,Telecom,5,92.5,8.0,46.8,44.5,77.5,0.0,0.3,10.3,Yes,No,Middle,3.0,No,Salle 13,60.0
Female,25.0,Telecom,2,81.7,18.0,51.8,65.2,46.8,2.0,2.8,11.0,Yes,No,Middle,3.0,Yes,Salle 4,161.0
Male,21.0,Telecom,3,80.0,20.0,46.4,49.7,64.0,0.0,1.0,11.8,Yes,No,Middle,1.0,No,Salle 21,154.0
Female,20.0,Informatique,5,81.6,18.0,68.6,51.6,43.3,2.0,0.1,7.6,No,No,Middle,1.0,No,Salle 16,109.0
Female,24.0,Telecom,2,71.5,28.0,65.8,57.3,31.5,1.0,2.6,15.7,Yes,No,Middle,1.0,No,Salle 18,161.0
Male,22.0,GenieCivil,3,81.3,19.0,65.3,53.5,53.5,1.0,2.4,15.0,No,No,High,0.0,No,Salle 15,185.0
Male,24.0,Telecom,4,94.4,6.0,54.2,42.9,63.5,0.0,0.0,3.2,No,No,Middle,2.0,Yes,Salle 8,121.0
Female,23.0,Mecanique,2,86.9,13.0,65.1,54.7,63.5,1.0,1.4,5.5,Yes,No,Low,0.0,Yes,Salle 18,231.0
Male,21.0,Electrique,4,75.7,24.0,62.3,41.0,45.3,1.0,0.8,8.3,Yes,Yes,Low,0.0,Yes,Salle 19,157.0
Male,17.0,Electrique,3,74.0,26.0,79.5,49.0,74.4,3.0,2.0,11.5,No,No,Middle,3.0,Yes,Salle 9,188.0
Female,23.0,Chimie,5,79.7,20.0,81.4,52.9,63.5,2.0,1.2,11.6,Yes,No,Middle,0.0,Yes,Salle 9,48.0
Female,23.0,Electrique,3,80.4,20.0,62.5,48.0,87.8,3.0,0.6,8.4,No,No,Low,2.0,Yes,Salle 21,188.0
Female,24.0,GenieCivil,2,69.8,30.0,68.6,33.2,100.0,1.0,1.4,0.0,Yes,No,Low,2.0,No,Salle 10,177.0
Male,22.0,Informatique,4,100.0,0.0,68.0,17.4,65.8,2.0,2.3,12.3,Yes,No,Low,0.0,Yes,Salle 29,230.0
Male,23.0,GenieCivil,1,83.6,16.0,67.0,31.4,76.1,2.0,2.7,15.3,Yes,No,Middle,2.0,Yes,Salle 20,149.0
Female,22.0,Informatique,2,67.4,33.0,60.9,76.3,52.2,1.0,1.2,14.7,Yes,No,Middle,1.0,Yes,Salle 20,298.0
Male,25.0,Energetique,2,66.0,34.0,51.6,69.3,42.5,1.0,4.5,20.9,Yes,Yes,Middle,2.0,No,Salle 23,71.0
Male,21.0,Mecanique,2,87.3,13.0,83.5,26.9,71.9,1.0,1.5,12.6,Yes,No,Middle,0.0,No,Salle 29,231.0
Male,22.0,Informatique,2,91.5,8.0,69.9,64.5,45.4,1.0,0.0,6.3,Yes,No,Middle,0.0,No,Salle 7,298.0
Male,21.0,Telecom,4,78.7,21.0,50.9,60.9,32.3,3.0,4.6,25.7,Yes,Yes,Low,1.0,No,Salle 14,121.0
Female,21.0,Telecom,1,82.2,20.0,65.1,60.8,64.9,2.0,0.0,0.3,Yes,No,Middle,0.0,Yes,Salle 24,121.0
Female,18.0,Telecom,5,72.3,28.0,72.0,61.1,63.5,1.0,0.5,6.1,No,No,Low,1.0,Yes,Salle 12,60.0
Female,28.0,Electrique,1,81.0,19.0,54.2,93.1,39.5,1.0,3.3,19.5,No,No,Low,2.0,Yes,Salle 16,143.0
Male,19.0,Energetique,3,75.5,24.0,73.1,91.1,39.9,2.0,0.5,7.6,Yes,Yes,Middle,2.0,Yes,Salle 10,104.0
Female,23.0,Informatique,4,80.1,20.0,62.9,64.7,60.3,1.0,0.6,4.1,Yes,No,Low,1.0,No,Salle 23,230.0
Female,22.0,Chimie,3,79.2,21.0,48.4,54.1,64.6,1.0,2.0,6.0,Yes,No,Middle,0.0,Yes,Salle 4,130.0
Male,22.0,Chimie,1,74.5,26.0,87.7,75.4,92.1,1.0,0.1,7.1,Yes,Yes,Middle,2.0,Yes,Salle 24,96.0
Female,20.0,Mecanique,1,77.0,23.0,55.2,57.6,14.5,1.0,1.8,12.7,Yes,No,Low,1.0,No,Salle 5,186.0
Male,22.0,Informatique,4,100.0,0.0,89.1,59.3,52.0,1.0,0.4,10.4,No,No,Low,1.0,No,Salle 2,230.0
Male,22.0,GenieCivil,2,85.6,14.0,73.0,100.0,56.6,3.0,3.9,11.5,No,No,High,1.0,No,Salle 28,177.0
Female,21.0,Informatique,4,82.8,17.0,70.4,52.4,32.5,0.0,0.3,10.7,Yes,No,Middle,4.0,No,Salle 9,230.0
Female,23.0,Electrique,1,86.4,14.0,73.5,60.3,41.3,2.0,0.8,7.8,Yes,No,Middle,0.0,Yes,Salle 16,143.0
Female,20.0,Telecom,4,78.4,22.0,48.6,61.6,50.1,1.0,0.8,5.4,Yes,No,Middle,0.0,Yes,Salle 8,121.0
Female,20.0,Telecom,1,97.5,2.0,84.3,72.9,23.9,1.0,0.5,0.0,Yes,No,Low,2.0,Yes,Salle 10,121.0
Male,20.0,Electrique,4,79.4,21.0,69.6,69.5,90.4,2.0,0.3,11.3,Yes,No,Middle,1.0,Yes,Salle 21,157.0
Male,24.0,GenieCivil,1,83.8,16.0,88.0,45.4,77.9,2.0,1.5,5.8,Yes,No,Middle,2.0,Yes,Salle 12,149.0
Female,26.0,Electrique,2,85.1,15.0,79.6,34.2,57.8,1.0,0.6,4.1,No,No,Middle,0.0,No,Salle 7,185.0
Other,21.0,GenieCivil,3,71.8,28.0,80.7,28.3,67.2,0.0,2.0,18.1,No,No,Low,0.0,No,Salle 6,185.0
Male,21.0,Mecanique,2,80.3,20.0,87.6,65.6,93.7,2.0,1.1,7.9,Yes,Yes,High,1.0,No,Salle 21,231.0
Female,22.0,GenieCivil,2,69.5,30.0,65.1,80.8,51.1,1.0,0.1,2.5,Yes,No,Middle,1.0,No,Salle 25,177.0
Male,21.0,Mecanique,4,97.5,2.0,49.5,23.6,48.6,0.0,2.5,13.0,Yes,No,Low,1.0,Yes,Salle 9,178.0
Female,23.0,Telecom,4,96.5,4.0,64.2,61.6,37.6,0.0,1.2,9.8,Yes,Yes,Middle,1.0,Yes,Salle 8,121.0
Female,24.0,Informatique,2,63.5,36.0,79.9,81.7,55.0,0.0,2.8,20.9,Yes,No,High,1.0,Yes,Salle 3,298.0
Male,24.0,Telecom,4,89.5,10.0,48.7,39.7,24.0,3.0,8.5,39.4,Yes,No,Middle,2.0,No,Salle 23,121.0
Male,25.0,Informatique,4,92.5,8.0,60.3,40.9,60.0,1.0,0.3,0.0,Yes,No,Middle,2.0,Yes,Salle 18,230.0
Male,20.0,Informatique,1,83.7,16.0,87.8,40.5,63.5,1.0,2.8,21.5,No,No,Middle,0.0,Yes,Salle 20,248.0
Female,25.0,Informatique,4,66.4,34.0,76.4,43.3,66.9,2.0,1.7,16.3,Yes,No,Middle,0.0,Yes,Salle 12,230.0
Male,19.0,GenieCivil,5,35.7,64.0,52.8,100.0,97.1,0.0,1.4,8.9,Yes,No,Low,1.0,Yes,Salle 2,70.0
Female,19.0,Electrique,3,79.4,21.0,53.0,62.2,41.1,1.0,2.9,8.3,Yes,No,Middle,0.0,No,Salle 11,188.0
Female,21.0,Mecanique,5,84.6,15.0,58.6,46.5,61.6,1.0,3.0,12.2,Yes,No,Middle,1.0,Yes,Salle 24,67.0
Female,20.0,Energetique,4,67.9,32.0,46.5,42.1,72.4,1.0,1.6,10.1,Yes,No,Low,3.0,Yes,Salle 11,70.0
Male,22.0,Mecanique,5,66.1,34.0,67.1,61.6,45.8,0.0,3.2,13.8,Yes,No,Middle,0.0,Yes,Salle 17,67.0
Female,23.0,Mecanique,3,64.4,36.0,51.2,61.0,71.3,1.0,2.4,11.5,No,No,Middle,2.0,Yes,Salle 7,212.0
Male,21.0,Electrique,1,94.4,6.0,54.5,70.8,88.6,0.0,2.0,13.5,No,No,Low,1.0,Yes,Salle 13,143.0
Female,21.0,Telecom,1,87.5,12.0,63.8,66.7,68.9,1.0,1.6,13.7,Yes,No,Middle,2.0,No,Salle 19,121.0
Male,23.0,Mecanique,1,100.0,0.0,62.3,89.1,64.5,3.0,2.1,13.0,Yes,No,Middle,0.0,Yes,Salle 18,186.0
Male,24.0,Chimie,2,78.6,21.0,43.5,80.8,92.0,1.0,1.7,14.1,No,No,Low,0.0,Yes,Salle 5,119.0
Female,21.0,Electrique,5,90.3,10.0,62.2,54.6,100.0,2.0,2.9,17.8,Yes,No,High,1.0,No,Salle 11,80.0
Male,22.0,Electrique,3,66.6,33.0,53.1,44.1,63.1,1.0,3.4,18.9,Yes,No,Middle,1.0,No,Salle 26,188.0
Male,24.0,Mecanique,3,76.2,24.0,87.3,71.5,63.5,0.0,2.3,19.8,Yes,No,High,1.0,Yes,Salle 2,212.0
